,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitiviy,Base Precision,Base Gain,Base Accuracy,Base TP TRIM %,Base FP TRIM %,Dataset,Trim Percent
0,coral_rep.seq_sim_rl_50_cov_2_1_18.corrected.fastq.gz,run.coral.sh,18,0,3,5,0,0,8,5,16,0,556,10,1,166,90,44,0,867,Coral,2,50,0.0,0.0,-25.6,0.641291810842,0.0,1.0,IGH,0.0507497116494
1,coral_rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.coral.sh,18,0,7,9,0,0,0,0,16,0,784,16,0,0,0,0,0,800,Coral,4,50,0.0,,0.0,0.98,,,IGH,0.0
2,fiona_rep.seq_sim_rl_50_cov_2_1_405000.corrected.fastq.gz,run.fiona.sh,18,0,3,5,0,0,0,0,8,0,391,9,0,0,0,0,0,400,Fiona,2,50,0.0,,0.0,0.9775,,,IGH,0.0
3,bless_rep.seq_sim_rl_75_cov_1_1_18.corrected.fastq.gz,run.bless.sh,18,5969,2629,686,15,1005,74,1837,10378,12479,712212,1327,113,4087,736,45841,1688,778483,Bless,1,75,0.903882369984,0.721246098717,0.554541503694,0.93292438803,0.035515159166,0.964484840834,IGH,0.0610533563353
4,bfc_rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.bfc.sh,18,167,942,5979,1,91,0,0,7180,718,703426,13612,7,237,0,0,0,718000,Bfc,1,100,0.0501046755059,0.751832460733,0.0335659455687,0.980701949861,,,IGH,0.0
5,bfc_rep.seq_sim_rl_75_cov_2_1_18.corrected.fastq.gz,run.bfc.sh,18,694,3903,13122,9,232,0,0,17960,2012,1319522,24908,19,539,0,0,0,1347000,Bfc,2,75,0.0747399702823,0.788710309682,0.0547176820208,0.981094283593,,,IGH,0.0
6,bfc_TRA.rep.seq_sim_rl_50_cov_1_1_18.corrected.fastq.gz,run.bfc.sh,18,2,5,2,0,1,0,0,10,2,489,4,0,5,0,0,0,500,Bfc,1,50,0.333333333333,0.285714285714,-0.5,0.982,,,TRA,0.0
7,bless_rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.bless.sh,18,4356,1336,741,8,693,46,1436,7180,11175,650063,1359,83,2825,537,50369,1720,718131,Bless,1,100,0.891574916228,0.768728073193,0.623344502952,0.922986944645,0.0330204073797,0.96697959262,IGH,0.0725341198194
8,bfc_rep.seq_sim_rl_100_cov_2_1_18.corrected.fastq.gz,run.bfc.sh,18,241,1897,12153,1,68,0,0,14360,755,1407036,28018,5,186,0,0,0,1436000,Bfc,2,100,0.0262398776631,0.802337938363,0.0197754839607,0.980355849582,,,IGH,0.0
9,coral_rep.seq_sim_rl_75_cov_1_1_18.corrected.fastq.gz,run.coral.sh,18,5249,2154,2624,5,227,119,11,10378,10072,762349,5525,8,385,120,8,3,778470,Coral,1,75,0.645765211259,0.952254892692,0.613387189844,0.992233453698,0.272727272727,0.727272727273,IGH,1.41302811926e-05
10,fiona_rep.seq_sim_rl_100_cov_1_1_405000.corrected.fastq.gz,run.fiona.sh,18,0,946,6234,0,0,0,0,7180,0,703663,14337,0,0,0,0,0,718000,Fiona,1,50,0.0,,0.0,0.980032033426,,,IGH,0.0
11,coral_rep.seq_sim_rl_50_cov_1_1_18.corrected.fastq.gz,run.coral.sh,18,4953,4181,2383,4,146,104,9,11771,7459,576624,4269,5,181,105,9,0,588652,Coral,1,50,0.635999317872,0.963072950291,0.611613233288,0.99223819846,0.0,1.0,IGH,1.52891691526e-05
12,coral_TRA.rep.seq_sim_rl_50_cov_1_1_18.corrected.fastq.gz,run.coral.sh,18,82,108,52,0,6,0,0,248,145,12132,117,0,6,0,0,0,12400,Coral,1,50,0.553435114504,0.960264900662,0.530534351145,0.990080645161,,,TRA,0.0
13,lighter_rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.lighter.sh,18,0,946,6234,0,0,0,0,7180,0,703663,14337,0,0,0,0,0,718000,Lighter,1,100,0.0,,0.0,0.980032033426,,,IGH,0.0
14,bless_rep.seq_sim_rl_100_cov_2_1_18.corrected.fastq.gz,run.bless.sh,18,9198,2552,1815,9,715,71,2562,14360,22298,1319093,2862,74,2987,665,84742,3544,1436265,Bless,2,100,0.886248012719,0.859267822736,0.741096979332,0.936254162534,0.0401422649118,0.959857735088,IGH,0.0614691578504
15,bless_rep.seq_sim_rl_75_cov_2_1_18.corrected.fastq.gz,run.bless.sh,18,11061,4479,1482,14,849,75,2333,17960,22019,1261032,2359,99,3526,662,54938,2462,1347097,Bless,2,75,0.903232422676,0.84019536765,0.731438181967,0.954200210466,0.0428919860627,0.957108013937,IGH,0.0426101461142
16,fiona_rep.seq_sim_rl_75_cov_1_1_405000.corrected.fastq.gz,run.fiona.sh,18,0,2228,8150,0,0,0,0,10378,0,762743,15607,0,0,0,0,0,778350,Fiona,1,50,0.0,,0.0,0.979948609237,,,IGH,0.0
17,bfc_rep.seq_sim_rl_100_cov_4_1_18.corrected.fastq.gz,run.bfc.sh,18,145,3671,24480,0,32,0,0,28328,447,2775983,56326,0,44,0,0,0,2832800,Bfc,4,100,0.00787346097617,0.910386965377,0.00709844468321,0.980100960181,,,IGH,0.0
18,lighter_TRA.rep.seq_sim_rl_50_cov_1_1_18.corrected.fastq.gz,run.lighter.sh,18,0,4377,7721,0,0,0,0,12098,0,592834,12066,0,0,0,0,0,604900,Lighter,1,50,0.0,,0.0,0.980052901306,,,TRA,0.0
19,musket_rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.musket.sh,18,4524,808,517,50,1281,0,0,7180,13039,700280,1187,111,3383,0,0,0,718000,Musket,1,100,0.916561225924,0.793995859213,0.678757205117,0.993480501393,,,IGH,0.0
20,coral_rep.seq_sim_rl_100_cov_2_1_18.corrected.fastq.gz,run.coral.sh,18,7048,1851,5078,5,252,126,5,14360,16537,1406859,12233,7,357,130,6,1,1436130,Coral,2,100,0.574800139034,0.971393327068,0.55787278415,0.991133804832,0.142857142857,0.857142857143,IGH,4.87421055197e-06
21,musket_TRA.rep.seq_sim_rl_50_cov_1_1_18.corrected.fastq.gz,run.musket.sh,18,5538,4164,1806,6,584,0,0,12098,8942,591594,3096,28,1240,0,0,0,604900,Musket,1,50,0.742814421,0.87821646042,0.639807276956,0.992785584394,,,TRA,0.0
22,lighter_rep.seq_sim_rl_75_cov_1_1_18.corrected.fastq.gz,run.lighter.sh,18,0,2228,8150,0,0,0,0,10378,0,762743,15607,0,0,0,0,0,778350,Lighter,1,75,0.0,,0.0,0.979948609237,,,IGH,0.0
23,pollux_rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.pollux.sh,18,2078,675,2112,33,1576,696,13,7170,8603,697151,5489,214,4536,1232,15,1,717241,Pollux,1,100,0.610488220267,0.598636142231,0.201177973318,0.983985834588,0.0625,0.9375,IGH,2.2307704105e-05
24,bless_TRA.rep.seq_sim_rl_50_cov_2_1_18.corrected.fastq.gz,run.bless.sh,18,12713,9422,1554,2,484,45,2584,24220,20191,1151603,2398,36,2211,161,33011,1495,1211106,Bless,2,50,0.893842135553,0.894872135798,0.788835273806,0.968736230077,0.0433257984119,0.956674201588,TRA,0.0284913128991
25,coral_rep.seq_sim_rl_75_cov_2_1_18.corrected.fastq.gz,run.coral.sh,18,9389,3809,4236,8,241,277,15,17960,18032,1319675,8893,11,368,281,12,3,1347275,Coral,2,75,0.669712163417,0.965258819121,0.645608170845,0.992900468502,0.2,0.8,IGH,1.11335844575e-05
26,racer_rep.seq_sim_rl_100_cov_1_1_405000.corrected.fastq.gz,run.racer.sh,18,4838,912,740,7,593,90,24,7180,12836,699864,1418,78,3283,883,162,5,718529,Racer,1,50,0.900519152519,0.754970003529,0.608250315701,0.991894494826,0.0299401197605,0.97005988024,IGH,0.000232419289966
27,pollux_TRA.rep.seq_sim_rl_50_cov_1_1_18.corrected.fastq.gz,run.pollux.sh,18,5962,4185,1317,17,309,254,9,12044,9520,589190,2373,55,797,377,16,0,602328,Pollux,1,50,0.800470865215,0.890218814288,0.701757336248,0.993993305973,0.0,1.0,TRA,2.65635998991e-05
28,bfc_TRA.rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.bfc.sh,18,983,739,3707,3,174,0,0,5606,2980,548938,8259,11,412,0,0,0,560600,Bfc,1,100,0.265148144853,0.878537735849,0.228490079189,0.984513021762,,,TRA,0.0
29,bfc_TRA.rep.seq_sim_rl_75_cov_1_1_18.corrected.fastq.gz,run.bfc.sh,18,2165,1680,3945,4,298,0,0,8092,5085,593879,7164,11,761,0,0,0,606900,Bfc,1,75,0.415135929464,0.869825521724,0.35300840885,0.986923710661,,,TRA,0.0
30,musket_rep.seq_sim_rl_75_cov_1_1_18.corrected.fastq.gz,run.musket.sh,18,5714,1795,796,63,2009,1,1,10378,13546,757461,1894,167,5281,1,1,0,778351,Musket,1,75,0.877331606218,0.71946037816,0.535233160622,0.990564668125,0.0,1.0,IGH,1.28476741213e-06
31,fiona_rep.seq_sim_rl_100_cov_2_1_405000.corrected.fastq.gz,run.fiona.sh,18,1734,1895,10204,77,419,31,2,14360,10030,1406724,18649,98,482,34,1,1,1436019,Fiona,2,50,0.349733254298,0.951071496302,0.331740995153,0.98658512637,0.5,0.5,IGH,1.39273923256e-06
32,lighter_rep.seq_sim_rl_50_cov_1_1_18.corrected.fastq.gz,run.lighter.sh,18,0,5083,9277,0,0,0,0,14360,0,703512,14488,0,0,0,0,0,718000,Lighter,1,50,0.0,,0.0,0.979821727019,,,IGH,0.0
33,bless_TRA.rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.bless.sh,18,3393,1127,838,4,205,39,1313,5606,8340,506953,1666,29,1094,278,41125,1215,560700,Bless,1,100,0.83349990006,0.858731466227,0.696382170698,0.921013074524,0.0286962683042,0.971303731696,TRA,0.0755127519172
34,bfc_TRA.rep.seq_sim_rl_75_cov_2_1_18.corrected.fastq.gz,run.bfc.sh,18,3284,3395,8895,7,388,1,0,15970,7290,1172722,16716,26,995,2,0,0,1197751,Bfc,2,75,0.30367408148,0.879691082418,0.262142797634,0.98518974311,,,TRA,0.0
35,lighter_rep.seq_sim_rl_50_cov_2_1_18.corrected.fastq.gz,run.lighter.sh,18,0,10278,18050,0,0,0,0,28328,0,1388003,28397,0,0,0,0,0,1416400,Lighter,2,50,0.0,,0.0,0.979951284948,,,IGH,0.0
36,coral_TRA.rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.coral.sh,18,3286,717,1210,5,123,265,6,5606,8433,549153,2807,9,174,450,7,1,561034,Coral,1,100,0.750266903915,0.931103014243,0.69475088968,0.993855976386,0.125,0.875,TRA,1.42593853492e-05
37,pollux_rep.seq_sim_rl_75_cov_1_1_18.corrected.fastq.gz,run.pollux.sh,18,3577,1636,2000,53,2154,944,19,10364,10517,754971,4785,283,5510,1544,35,1,777646,Pollux,1,75,0.68729577833,0.598543053896,0.226310286237,0.984366902636,0.0277777777778,0.972222222222,IGH,4.62935577371e-05
38,lighter_rep.seq_sim_rl_100_cov_2_1_18.corrected.fastq.gz,run.lighter.sh,18,0,1900,12460,0,0,0,0,14360,0,1407222,28778,0,0,0,0,0,1436000,Lighter,2,100,0.0,,0.0,0.979959610028,,,IGH,0.0
39,fiona_TRA.rep.seq_sim_rl_100_cov_1_1_405000.corrected.fastq.gz,run.fiona.sh,18,0,758,4848,0,0,0,0,5606,0,549350,11250,0,0,0,0,0,560600,Fiona,1,50,0.0,,0.0,0.979932215483,,,TRA,0.0
40,bless_TRA.rep.seq_sim_rl_75_cov_2_1_18.corrected.fastq.gz,run.bless.sh,18,9733,4428,1270,7,445,87,2673,15970,19462,1106921,2270,76,2534,753,63684,2224,1197924,Bless,2,75,0.895545739002,0.855510132314,0.744294128474,0.942028100694,0.0337440067974,0.966255993203,TRA,0.0550185153649
41,bfc_TRA.rep.seq_sim_rl_100_cov_4_1_18.corrected.fastq.gz,run.bfc.sh,18,2485,3096,18409,7,223,0,0,24220,6646,2372958,41901,15,480,0,0,0,2422000,Bfc,4,100,0.136898263538,0.932641032837,0.127010937854,0.982495458299,,,TRA,0.0
42,bless_TRA.rep.seq_sim_rl_75_cov_1_1_18.corrected.fastq.gz,run.bless.sh,18,4280,2391,1034,2,308,77,2066,8092,8828,542764,1821,45,1941,671,49376,1566,607012,Bless,1,75,0.828998027984,0.771678321678,0.583716780918,0.911050696511,0.0307408425268,0.969259157473,TRA,0.0839225583679
43,bfc_rep.seq_sim_rl_100_cov_8_1_18.corrected.fastq.gz,run.bfc.sh,18,299,1141,7477,2,18,0,0,8937,787,875770,17096,2,45,0,0,0,893700,Bfc,8,100,0.0440082760163,0.945913461538,0.0414919197003,0.980817947857,,,IGH,0.0
44,lighter_TRA.rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.lighter.sh,18,0,758,4848,0,0,0,0,5606,0,549350,11250,0,0,0,0,0,560600,Lighter,1,100,0.0,,0.0,0.979932215483,,,TRA,0.0
45,lighter_rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.lighter.sh,18,0,20376,35594,0,0,0,0,55970,0,2742479,56021,0,0,0,0,0,2798500,Lighter,4,50,0.0,,0.0,0.979981775951,,,IGH,0.0
46,fiona_rep.seq_sim_rl_75_cov_2_1_405000.corrected.fastq.gz,run.fiona.sh,18,0,3919,14041,0,0,0,0,17960,0,1320061,26939,0,0,0,0,0,1347000,Fiona,2,50,0.0,,0.0,0.98000074239,,,IGH,0.0
47,racer_rep.seq_sim_rl_75_cov_1_1_405000.corrected.fastq.gz,run.racer.sh,18,6108,2150,1054,7,922,137,41,10378,13344,757011,2139,116,5039,1176,231,8,779064,Racer,1,50,0.861848478977,0.68224346848,0.460440483111,0.988831354871,0.0334728033473,0.966527196653,IGH,0.000306778390479
48,musket_TRA.rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.musket.sh,18,3666,684,722,14,520,0,0,5606,9526,548030,1690,34,1320,0,0,0,560600,Musket,1,100,0.849322396576,0.878296146045,0.731633380884,0.994570103461,,,TRA,0.0
49,bfc_TRA.rep.seq_sim_rl_100_cov_2_1_18.corrected.fastq.gz,run.bfc.sh,18,1708,1631,8514,4,241,0,0,12098,4969,1185116,19064,17,634,0,0,0,1209800,Bfc,2,100,0.206757375276,0.886846332322,0.18037698165,0.983703918003,,,TRA,0.0
50,musket_rep.seq_sim_rl_100_cov_2_1_18.corrected.fastq.gz,run.musket.sh,18,9863,1769,1303,126,1299,0,0,14360,26471,1404109,2103,204,3113,0,0,0,1436000,Musket,2,100,0.926401623854,0.894774202271,0.817456428921,0.996225626741,,,IGH,0.0
51,pollux_TRA.rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.pollux.sh,18,3586,691,789,11,317,202,8,5596,9530,547404,1650,52,724,298,13,0,559671,Pollux,1,100,0.852415026834,0.903146322972,0.761001788909,0.995109626906,0.0,1.0,TRA,2.32279321244e-05
52,racer_TRA.rep.seq_sim_rl_100_cov_1_1_405000.corrected.fastq.gz,run.racer.sh,18,4209,707,366,2,234,88,28,5606,10619,546469,573,54,2317,994,155,4,561185,Racer,1,50,0.948802716226,0.762311557789,0.652966404575,0.992706452998,0.0251572327044,0.974842767296,TRA,0.00028332902697
53,reckoner_rep.seq_sim_rl_75_cov_1_1_18.corrected.fastq.gz,run.reckoner.sh,18,5189,2184,2480,66,396,63,29,10378,10682,760232,4781,140,2197,522,120,4,778678,Reckoner,1,75,0.690810321412,0.79710469368,0.514971221626,0.99003434043,0.0322580645161,0.967741935484,IGH,0.000159244257575
54,reckoner_TRA.rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.reckoner.sh,18,3522,741,1195,11,96,41,11,5606,8908,548038,2310,32,1103,358,62,0,560811,Reckoner,1,100,0.794080941344,0.859099238114,0.663843822428,0.993108195096,0.0,1.0,TRA,0.000110554179572
55,pollux_rep.seq_sim_rl_100_cov_2_1_18.corrected.fastq.gz,run.pollux.sh,18,4144,1352,4005,70,3390,1395,25,14356,17923,1395813,10414,434,8938,2552,34,1,1436109,Pollux,2,100,0.632494618344,0.609356407031,0.227017680065,0.984421784434,0.0285714285714,0.971428571429,IGH,2.4371409134e-05
56,sga_TRA.rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.sga.sh,18,2799,747,1960,6,92,2,1,5606,7625,548970,3604,21,376,6,3,0,560605,Sga,1,100,0.679045329059,0.952291744723,0.645026271262,0.992847013494,0.0,1.0,TRA,5.35136147555e-06
57,lighter_rep.seq_sim_rl_75_cov_2_1_18.corrected.fastq.gz,run.lighter.sh,18,0,3919,14041,0,0,0,0,17960,0,1320061,26939,0,0,0,0,0,1347000,Lighter,2,75,0.0,,0.0,0.98000074239,,,IGH,0.0
58,coral_TRA.rep.seq_sim_rl_75_cov_2_1_18.corrected.fastq.gz,run.coral.sh,18,10090,3231,1672,10,274,693,17,15970,20281,1173292,3729,16,381,712,14,6,1198431,Coral,2,75,0.84468971262,0.948863104707,0.799167013744,0.995951352817,0.3,0.7,TRA,1.66884868632e-05
59,sga_rep.seq_sim_rl_75_cov_1_1_18.corrected.fastq.gz,run.sga.sh,18,3265,2210,4517,11,369,6,1,10378,7963,761932,7603,41,802,18,2,0,778361,Sga,1,75,0.511563664397,0.906637823067,0.458884748812,0.989123298829,0.0,1.0,IGH,2.56950181214e-06
60,musket_rep.seq_sim_rl_50_cov_2_1_18.corrected.fastq.gz,run.musket.sh,18,14723,9576,1821,139,2069,0,0,28328,24555,1384018,3618,224,3985,0,0,0,1416400,Musket,2,50,0.871579171547,0.860371408549,0.730131686366,0.994474018639,,,IGH,0.0
61,bfc_TRA.rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.bfc.sh,18,9771,16976,20264,37,1285,1,1,48334,17442,2365037,31198,96,2926,1,1,0,2416701,Bfc,4,50,0.35859375,0.856301242084,0.298416940789,0.985839373592,0.0,1.0,TRA,4.13787224816e-07
62,bfc_TRA.rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.bfc.sh,18,4803,7086,19948,9,520,2,0,32368,10633,2378057,37766,23,1119,4,0,0,2427602,Bfc,4,75,0.21969462179,0.90447431099,0.196491663051,0.98397101337,,,TRA,0.0
63,lighter_rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.lighter.sh,18,0,40714,71212,0,0,0,0,111926,0,5484424,111876,0,0,0,0,0,5596300,Lighter,8,50,0.0,,0.0,0.980008934475,,,IGH,0.0
64,coral_TRA.rep.seq_sim_rl_75_cov_1_1_18.corrected.fastq.gz,run.coral.sh,18,5019,1667,1074,10,201,121,4,8092,9960,594367,2288,11,248,131,3,1,607009,Coral,1,75,0.813193990856,0.963342683045,0.782250163292,0.995583254257,0.25,0.75,TRA,6.58968812654e-06
65,racer_rep.seq_sim_rl_100_cov_2_1_405000.corrected.fastq.gz,run.racer.sh,18,7591,1858,3031,19,1655,206,72,14360,22851,1396336,5705,211,9512,2343,438,11,1437407,Racer,2,50,0.800217117243,0.658416412148,0.385067936686,0.98733195306,0.0244988864143,0.975501113586,IGH,0.000312368034941
66,musket_rep.seq_sim_rl_50_cov_1_1_18.corrected.fastq.gz,run.musket.sh,18,7139,4602,1048,75,1496,0,0,14360,12266,700395,2083,139,3117,0,0,0,718000,Musket,1,50,0.854833089414,0.797373724241,0.637605408042,0.992564066852,,,IGH,0.0
67,musket_rep.seq_sim_rl_75_cov_2_1_18.corrected.fastq.gz,run.musket.sh,18,11432,3665,1477,125,1261,0,0,17960,24542,1317104,2216,181,2957,0,0,0,1347000,Musket,2,75,0.917183646012,0.892468817048,0.80667463936,0.996025241277,,,IGH,0.0
68,reckoner_rep.seq_sim_rl_100_cov_2_1_18.corrected.fastq.gz,run.reckoner.sh,18,5354,1882,6313,77,672,62,22,14360,14911,1403150,13683,181,3651,730,121,3,1436430,Reckoner,2,100,0.521473036301,0.772911051213,0.36825907533,0.98721410834,0.0241935483871,0.975806451613,IGH,8.63251254847e-05
69,bless_TRA.rep.seq_sim_rl_100_cov_4_1_18.corrected.fastq.gz,run.bless.sh,18,18720,3724,1186,7,505,78,1952,24220,44304,2310828,2078,72,2787,739,59321,2108,2422237,Bless,4,100,0.955198137208,0.926280577044,0.879177267043,0.973143167162,0.0343160396555,0.965683960344,TRA,0.0253604416083
70,sga_rep.seq_sim_rl_100_cov_2_1_18.corrected.fastq.gz,run.sga.sh,18,2381,1889,9431,35,617,7,1,14360,10077,1406008,18629,72,1206,16,1,0,1436009,Sga,2,100,0.351041594092,0.89184883618,0.308472096426,0.986125435147,0.0,1.0,IGH,6.9637446562e-07
71,fiona_TRA.rep.seq_sim_rl_75_cov_2_1_405000.corrected.fastq.gz,run.fiona.sh,18,0,3458,12512,0,0,0,0,15970,0,1173718,24032,0,0,0,0,0,1197750,Fiona,2,50,0.0,,0.0,0.979935712795,,,TRA,0.0
72,pollux_rep.seq_sim_rl_50_cov_1_1_18.corrected.fastq.gz,run.pollux.sh,18,4841,3941,2016,84,2371,1033,26,14286,9867,693799,4211,261,5019,1542,40,2,714741,Pollux,1,50,0.700880806933,0.600620891161,0.234834493536,0.984507631457,0.047619047619,0.952380952381,IGH,5.8762544754e-05
73,racer_TRA.rep.seq_sim_rl_50_cov_1_1_405000.corrected.fastq,run.racer.sh,18,5691,3646,745,1,271,34,17,10388,9222,507477,1122,32,1390,237,79,1,519560,Racer,1,50,0.891531322506,0.850032261038,0.734242072699,0.994495331618,0.0125,0.9875,TRA,0.000153976441604
74,pollux_rep.seq_sim_rl_75_cov_2_1_18.corrected.fastq.gz,run.pollux.sh,18,5978,2855,3634,85,3897,1501,36,17950,18269,1307229,8171,474,10279,2434,46,3,1346905,Pollux,2,75,0.690960665658,0.589664966755,0.210136157337,0.984108717635,0.0612244897959,0.938775510204,IGH,3.63797001273e-05
75,bfc_rep.seq_sim_rl_75_cov_16_1_18.corrected.fastq.gz,run.bfc.sh,18,1747,15000,52102,4,143,0,0,68996,4114,5070748,99560,12,266,0,0,0,5174700,Bfc,16,75,0.0396820803673,0.939269406393,0.0371163454675,0.980706514387,,,IGH,0.0
76,lighter_TRA.rep.seq_sim_rl_75_cov_2_1_18.corrected.fastq.gz,run.lighter.sh,18,0,3458,12512,0,0,0,0,15970,0,1173718,24032,0,0,0,0,0,1197750,Lighter,2,75,0.0,,0.0,0.979935712795,,,TRA,0.0
77,racer_rep.seq_sim_rl_75_cov_2_1_405000.corrected.fastq.gz,run.racer.sh,18,8802,3856,3350,15,1778,159,44,17960,20769,1311482,5993,171,7855,1254,212,6,1347742,Racer,2,50,0.776063074509,0.695126849187,0.435692399671,0.98851036108,0.0275229357798,0.97247706422,IGH,0.000161752026723
78,musket_TRA.rep.seq_sim_rl_75_cov_2_1_18.corrected.fastq.gz,run.musket.sh,18,10500,3297,1313,18,842,0,0,15970,21556,1171660,2417,59,2058,0,0,0,1197750,Musket,2,75,0.899178242189,0.912848310324,0.81333166479,0.996214568984,,,TRA,0.0
79,racer_TRA.rep.seq_sim_rl_50_cov_1_1_405000.corrected.fastq.gz,run.racer.sh,18,942,631,113,0,22,2,1,1710,1518,83694,169,2,108,14,4,0,85509,Racer,1,50,0.899822169532,0.925609756098,0.827504445762,0.996526681402,0.0,1.0,TRA,4.67787016571e-05
80,reckoner_rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.reckoner.sh,18,3685,930,2194,47,268,56,15,7180,9455,701554,4791,89,1803,527,94,2,718315,Reckoner,1,100,0.663695072301,0.802291047942,0.500140390285,0.989831730736,0.0208333333333,0.979166666667,IGH,0.000133646102337
81,coral_TRA.rep.seq_sim_rl_50_cov_2_1_18.corrected.fastq.gz,run.coral.sh,18,7701,8686,7367,3,274,189,7,24220,11516,1186541,12595,6,335,199,4,3,1211199,Coral,2,50,0.477624320849,0.955684647303,0.455476753349,0.989152044756,0.428571428571,0.571428571429,TRA,5.77939710981e-06
82,pollux_rep.seq_sim_rl_50_cov_2_1_18.corrected.fastq.gz,run.pollux.sh,18,9660,8000,3657,132,4684,2133,49,28266,19992,1372131,7761,518,10669,3064,71,3,1414209,Pollux,2,50,0.720354556264,0.592794662713,0.22552516845,0.984384877451,0.0405405405405,0.959459459459,IGH,5.23260706162e-05
83,fiona_TRA.rep.seq_sim_rl_75_cov_1_1_405000.corrected.fastq.gz,run.fiona.sh,18,0,1724,6368,0,0,0,0,8092,0,594640,12260,0,0,0,0,0,606900,Fiona,1,50,0.0,,0.0,0.979798978415,,,TRA,0.0
84,lighter_rep.seq_sim_rl_100_cov_8_1_18.corrected.fastq.gz,run.lighter.sh,18,0,911,6159,0,0,0,0,7070,0,692887,14113,0,0,0,0,0,707000,Lighter,8,100,0.0,,0.0,0.980038189533,,,IGH,0.0
85,bless_TRA.rep.seq_sim_rl_100_cov_2_1_18.corrected.fastq.gz,run.bless.sh,18,8943,2086,741,3,268,57,1283,12098,21213,1142655,1300,41,1411,623,41225,1496,1209964,Bless,2,100,0.942255585662,0.912504839334,0.851907786612,0.963093768308,0.0350179068842,0.964982093116,TRA,0.0353076620461
86,reckoner_rep.seq_sim_rl_75_cov_2_1_18.corrected.fastq.gz,run.reckoner.sh,18,7002,3884,6171,97,729,77,26,17960,15033,1316228,11720,182,3487,584,117,4,1347355,Reckoner,2,75,0.561918289538,0.786903266332,0.409748439427,0.988058048719,0.0330578512397,0.96694214876,IGH,8.98055820478e-05
87,pollux_TRA.rep.seq_sim_rl_75_cov_2_1_18.corrected.fastq.gz,run.pollux.sh,18,9992,3260,1584,38,601,477,8,15952,20938,1170257,2927,119,1682,728,9,0,1196660,Pollux,2,75,0.877351770375,0.896779167381,0.776367064739,0.99543312219,0.0,1.0,TRA,7.52093326425e-06
88,reckoner_rep.seq_sim_rl_50_cov_1_1_18.corrected.fastq.gz,run.reckoner.sh,18,4103,2974,1155,1,143,35,16,8411,6561,411108,1811,22,903,230,62,1,420698,Reckoner,1,50,0.783683707597,0.852742396673,0.648351648352,0.992802420745,0.015873015873,0.984126984127,IGH,0.000149751127887
89,bless_TRA.rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.bless.sh,18,22832,7778,1172,4,528,54,1792,32368,44729,2335837,1900,64,2520,572,40343,1729,2427694,Bless,4,75,0.959252825495,0.935342213672,0.892942160458,0.981286209818,0.0410962160106,0.958903783989,TRA,0.0173300259423
90,bfc_rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.bfc.sh,18,2604,8041,25499,9,296,0,0,36449,5949,2678594,48453,16,663,0,0,0,2733675,Bfc,8,75,0.109352597331,0.899727767695,0.0971655453844,0.982027124658,,,IGH,0.0
91,reckoner_TRA.rep.seq_sim_rl_50_cov_1_1_18.corrected.fastq.gz,run.reckoner.sh,18,1876,1332,415,4,42,10,5,3679,2960,180007,693,13,226,81,22,0,184002,Reckoner,1,50,0.810292909937,0.906029996939,0.726252395292,0.994375061141,0.0,1.0,TRA,0.000119563917784
92,coral_TRA.rep.seq_sim_rl_100_cov_4_1_18.corrected.fastq.gz,run.coral.sh,18,16256,2985,4043,8,502,426,23,24220,38697,2372352,9840,19,1014,478,18,6,2422424,Coral,4,100,0.797268063539,0.96287541367,0.766528627645,0.995306755482,0.25,0.75,TRA,9.90743156442e-06
