,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Dataset,Trim Percent,Trim Effeciency
1201,sga_t1_wgsim_rl__cov_2.1_22.corrected.fastq.gz,run.sga.sh,22,208,27293,17665,4,1500,30,13,46700,676,4642145,22621,28,4491,60,20,0,4670041,Sga,2X,100,0.0290166115809,0.129328486704,-0.166330428811,0.994171357382,T1,4.28261764725e-06,0.0
1202,sga_t1_wgsim_rl__cov_4.1_20.corrected.fastq.gz,run.sga.sh,20,717,27165,16957,7,1827,27,11,46700,1319,4641691,21814,49,5093,52,18,0,4670036,Sga,4X,100,0.0570181126529,0.204053217822,-0.165391432153,0.994212892577,T1,3.85436000922e-06,0.0
1203,sga_t1_wgsim_rl__cov_8.1_19.corrected.fastq.gz,run.sga.sh,19,2378,26841,15042,18,2366,55,24,46700,3522,4640124,19550,68,6643,149,37,0,4670093,Sga,8X,100,0.152652565881,0.341477603258,-0.141730235784,0.994336943611,T1,7.92275442909e-06,0.0
1204,reckoner_t1_wgsim_rl__cov_32.1_22.corrected.fastq.gz,run.reckoner.sh,22,15534,28253,2286,34,473,120,44,46700,20065,4643026,3276,59,3061,864,169,0,4670520,Reckoner,32X,100,0.859646116276,0.836390162568,0.691487082816,0.998409384822,T1,3.61844077319e-05,0.0
1205,sga_t1_wgsim_rl__cov_1.1_23.corrected.fastq.gz,run.sga.sh,23,108,27313,18038,4,1217,20,7,46700,542,4642698,22970,19,3741,51,9,0,4670030,Sga,1X,100,0.0230520585233,0.125057683433,-0.138227288193,0.994263420149,T1,1.92718248063e-06,0.0
1206,sga_t1_wgsim_rl__cov_4.1_21.corrected.fastq.gz,run.sga.sh,21,694,27234,17014,4,1727,27,13,46700,1297,4642011,21846,39,4770,56,19,0,4670038,Sga,4X,100,0.0560428639329,0.211824269149,-0.152486713045,0.994276277838,T1,4.06848937846e-06,0.0
1207,sga_t1_wgsim_rl__cov_8.1_20.corrected.fastq.gz,run.sga.sh,20,2329,27031,15176,16,2100,48,27,46700,3436,4641026,19640,64,5754,119,41,0,4670080,Sga,8X,100,0.148899289305,0.369105167043,-0.105607557636,0.994514440866,T1,8.77929286008e-06,0.0
1208,reckoner_t1_wgsim_rl__cov_32.1_24.corrected.fastq.gz,run.reckoner.sh,24,15516,28246,2362,29,432,115,41,46700,20035,4643361,3308,57,2694,968,132,0,4670555,Reckoner,32X,100,0.858287280984,0.84546567076,0.701409416099,0.998467205718,T1,2.82621658454e-05,0.0
1209,sga_t1_wgsim_rl__cov_16.1_16.corrected.fastq.gz,run.sga.sh,16,4982,23893,9108,104,8545,68,26,46700,7809,4618887,15143,417,27601,226,67,0,4670150,Sga,16X,100,0.340231788079,0.219132338085,-0.872168002788,0.99069537381,T1,1.43464342687e-05,0.0
1210,sga_t1_wgsim_rl__cov_4.1_22.corrected.fastq.gz,run.sga.sh,22,665,27248,17092,6,1655,34,15,46700,1221,4642202,21922,39,4573,67,21,0,4670045,Sga,4X,100,0.0527589335868,0.208326224194,-0.147733655965,0.994299412532,T1,4.49674467805e-06,0.0
1211,sga_t1_wgsim_rl__cov_16.1_12.corrected.fastq.gz,run.sga.sh,12,5,28157,18133,5,400,0,0,46700,13,4646182,23351,5,449,0,0,0,4670000,Sga,16X,100,0.000556411573361,0.0281385281385,-0.0186611881527,0.994902569593,T1,0.0,
1212,sga_t1_wgsim_rl__cov_1.1_24.corrected.fastq.gz,run.sga.sh,24,97,27349,18074,2,1162,16,5,46700,521,4642772,22995,15,3679,29,7,0,4670018,Sga,1X,100,0.0221551284232,0.12319697328,-0.135524749107,0.994277323985,T1,1.49892355875e-06,0.0
1213,sga_t1_wgsim_rl__cov_16.1_14.corrected.fastq.gz,run.sga.sh,14,744,25486,14014,103,6346,7,4,46700,1225,4636791,21968,176,9828,16,8,0,4670012,Sga,16X,100,0.052817660501,0.110669437167,-0.371620747639,0.993148625742,T1,1.71305769664e-06,0.0
1214,reckoner_t1_wgsim_rl__cov_32.1_26.corrected.fastq.gz,run.reckoner.sh,26,15453,28239,2478,25,411,94,30,46700,19977,4643637,3372,51,2478,861,116,0,4670492,Reckoner,32X,100,0.8555826802,0.856793618116,0.71257869716,0.998527350009,T1,2.48367837907e-05,0.0
1215,sga_t1_wgsim_rl__cov_2.1_23.corrected.fastq.gz,run.sga.sh,23,197,27337,17721,5,1416,24,12,46700,642,4642424,22652,31,4221,46,16,0,4670032,Sga,2X,100,0.0275607452563,0.130780199633,-0.155619472826,0.994225735498,T1,3.42610072051e-06,0.0
1216,sga_t1_wgsim_rl__cov_4.1_23.corrected.fastq.gz,run.sga.sh,23,651,27333,17113,6,1566,31,14,46700,1215,4642366,21927,40,4414,59,19,0,4670040,Sga,4X,100,0.0525019445165,0.213607594937,-0.140782991963,0.99433430977,T1,4.06848763608e-06,0.0
1217,sga_t1_wgsim_rl__cov_2.1_24.corrected.fastq.gz,run.sga.sh,24,189,27355,17770,4,1360,22,11,46700,621,4642590,22669,35,4059,39,15,0,4670028,Sga,2X,100,0.0266638042078,0.13159567705,-0.149291541434,0.994257636143,T1,3.21197217661e-06,0.0
1218,sga_t1_wgsim_rl__cov_2.1_26.corrected.fastq.gz,run.sga.sh,26,175,27480,17858,2,1168,17,10,46700,572,4643188,22728,25,3466,30,12,0,4670021,Sga,2X,100,0.0245493562232,0.140609636185,-0.125493562232,0.994376684816,T1,2.56958159289e-06,0.0
1219,sga_t1_wgsim_rl__cov_1.1_26.corrected.fastq.gz,run.sga.sh,26,79,27446,18173,2,983,17,5,46700,435,4643387,23084,12,3060,37,7,0,4670022,Sga,1X,100,0.0184956843403,0.123159682899,-0.1131850844,0.994389748057,T1,1.49892227488e-06,0.0
1220,sga_t1_wgsim_rl__cov_1.1_28.corrected.fastq.gz,run.sga.sh,28,64,27528,18232,2,866,8,3,46700,370,4643737,23142,19,2721,17,5,0,4670011,Sga,1X,100,0.0157366451174,0.119047619048,-0.100714528751,0.994453117991,T1,1.07066128966e-06,0.0
1221,sga_t1_wgsim_rl__cov_8.1_22.corrected.fastq.gz,run.sga.sh,22,2190,27186,15427,12,1848,37,17,46700,3214,4641821,19868,58,4980,94,24,0,4670059,Sga,8X,100,0.139242699939,0.38778957529,-0.0805822719002,0.994641609453,T1,5.1391213687e-06,0.0
1222,sga_t1_wgsim_rl__cov_16.1_18.corrected.fastq.gz,run.sga.sh,18,7477,26567,9413,43,3141,59,23,46700,10259,4636515,12971,139,9997,197,45,0,4670123,Sga,16X,100,0.441627206199,0.501589008947,0.00279810589755,0.995000345815,T1,9.63572051528e-06,0.0
1223,sga_t1_wgsim_rl__cov_1.1_30.corrected.fastq.gz,run.sga.sh,30,53,27606,18296,2,735,8,2,46700,310,4644145,23203,18,2313,19,3,0,4670011,Sga,1X,100,0.0131841959767,0.117335352006,-0.0859949814996,0.994527636016,T1,6.42396773798e-07,0.0
1224,sga_t1_wgsim_rl__cov_2.1_28.corrected.fastq.gz,run.sga.sh,28,158,27559,17937,1,1028,17,10,46700,528,4643604,22784,13,3048,33,13,0,4670023,Sga,2X,100,0.0226492793411,0.146300914381,-0.109514413178,0.994455915956,T1,2.78371220013e-06,0.0
1225,sga_t1_wgsim_rl__cov_16.1_19.corrected.fastq.gz,run.sga.sh,19,7696,27033,9650,36,2232,53,18,46700,10329,4640192,12945,95,6339,167,37,0,4670104,Sga,16X,100,0.44379994844,0.613543213543,0.164260548251,0.995806731499,T1,7.92273576777e-06,0.0
1226,sga_t1_wgsim_rl__cov_4.1_24.corrected.fastq.gz,run.sga.sh,24,642,27363,17151,4,1514,26,7,46700,1214,4642570,21939,29,4213,61,10,0,4670036,Sga,4X,100,0.0524338098735,0.221209912536,-0.132164298363,0.994378630058,T1,2.14131111623e-06,0.0
1227,sga_t1_wgsim_rl__cov_4.1_26.corrected.fastq.gz,run.sga.sh,26,610,27436,17268,6,1348,32,9,46700,1113,4642988,22037,32,3785,79,13,0,4670047,Sga,4X,100,0.0480777537797,0.223628691983,-0.118833693305,0.994444167264,T1,2.78369789426e-06,0.0
1228,sga_t1_wgsim_rl__cov_8.1_21.corrected.fastq.gz,run.sga.sh,21,2266,27093,15301,14,1986,40,22,46700,3336,4641350,19747,57,5444,100,32,0,4670066,Sga,8X,100,0.144521942555,0.375675675676,-0.0956548108998,0.994565387299,T1,6.85215155418e-06,0.0
1229,sga_t1_wgsim_rl__cov_1.1_32.corrected.fastq.gz,run.sga.sh,32,47,27684,18333,2,626,8,2,46700,287,4644423,23232,12,2036,18,3,0,4670011,Sga,1X,100,0.0122028997832,0.122597180692,-0.0751307453548,0.994582239742,T1,6.42396773798e-07,0.0
1230,sga_t1_wgsim_rl__cov_8.1_23.corrected.fastq.gz,run.sga.sh,23,2150,27252,15532,12,1717,37,17,46700,3125,4642238,19969,46,4562,97,23,0,4670060,Sga,8X,100,0.135316532433,0.401464542652,-0.0664241794405,0.994711631114,T1,4.92499025708e-06,0.0
1231,sga_t1_wgsim_rl__cov_2.1_30.corrected.fastq.gz,run.sga.sh,30,142,27636,17991,1,914,16,10,46700,468,4643976,22844,13,2676,33,13,0,4670023,Sga,2X,100,0.0200754975978,0.14730878187,-0.0961307481126,0.994522725049,T1,2.78371220013e-06,0.0
1232,sga_t1_wgsim_rl__cov_8.1_24.corrected.fastq.gz,run.sga.sh,24,2075,27299,15633,11,1655,27,15,46700,3022,4642448,20074,44,4371,61,21,0,4670041,Sga,8X,100,0.130845167994,0.405419908774,-0.0610495323866,0.994738590089,T1,4.49674852962e-06,0.0
1233,sga_t1_wgsim_rl__cov_4.1_28.corrected.fastq.gz,run.sga.sh,28,550,27526,17381,4,1215,24,11,46700,1044,4643450,22111,27,3334,53,15,0,4670034,Sga,4X,100,0.0450874541136,0.235612728504,-0.101187648456,0.994531089067,T1,3.21196804991e-06,0.0
1234,sga_t1_wgsim_rl__cov_32.1_14.corrected.fastq.gz,run.sga.sh,14,776,28148,15506,29,2240,1,1,46700,1190,4643679,22167,43,2917,4,4,0,4670004,Sga,32X,100,0.050948323843,0.2894672829,-0.0741105450186,0.994617777629,T1,8.56530315606e-07,0.0
1235,sga_t1_wgsim_rl__cov_2.1_32.corrected.fastq.gz,run.sga.sh,32,134,27709,18029,0,816,12,9,46700,437,4644251,22877,11,2408,19,13,0,4670016,Sga,2X,100,0.0187441022562,0.152583798883,-0.0853564381916,0.994576463978,T1,2.78371637271e-06,0.0
1236,sga_t1_wgsim_rl__cov_8.1_26.corrected.fastq.gz,run.sga.sh,26,1942,27356,15839,4,1537,22,11,46700,2842,4642900,20257,41,3932,42,16,0,4670030,Sga,8X,100,0.123035629248,0.416960093897,-0.0490064504957,0.994799176879,T1,3.42610218778e-06,0.0
1237,pollux_t1_wgsim_rl__cov_32.1_18.corrected.fastq.gz,run.pollux.sh,18,9821,23927,5255,46,3487,4164,66,46700,15273,4611061,7793,334,29695,16370,179,0,4680705,Pollux,32X,100,0.66214341455,0.248997358897,-1.33495187722,0.988384014801,T1,3.82421024183e-05,0.0
1238,reckoner_t1_wgsim_rl__cov_32.1_30.corrected.fastq.gz,run.reckoner.sh,30,15137,28228,2893,14,351,77,24,46700,19562,4644237,3797,41,1997,650,89,0,4670373,Reckoner,32X,100,0.837450233315,0.88081408438,0.7241320262,0.998592403647,T1,1.90562937907e-05,0.0
1239,sga_t1_wgsim_rl__cov_16.1_22.corrected.fastq.gz,run.sga.sh,22,7529,27392,10117,16,1604,42,16,46700,9916,4642617,13404,49,3942,108,38,0,4670074,Sga,16X,100,0.425214408233,0.710010024345,0.25154373928,0.996243956734,T1,8.13691603174e-06,0.0
1240,sga_t1_wgsim_rl__cov_4.1_30.corrected.fastq.gz,run.sga.sh,30,503,27654,17472,2,1055,14,6,46700,953,4643963,22204,25,2835,30,10,0,4670020,Sga,4X,100,0.0411538627629,0.249607124149,-0.0825668264456,0.994624434157,T1,2.1413184526e-06,0.0
1241,sga_t1_wgsim_rl__cov_16.1_23.corrected.fastq.gz,run.sga.sh,23,7401,27412,10275,16,1564,32,11,46700,9722,4642783,13596,51,3792,93,21,0,4670058,Sga,16X,100,0.416931126169,0.714485191446,0.250321639935,0.996241374304,T1,4.4967321605e-06,0.0
1242,sga_t1_wgsim_rl__cov_4.1_32.corrected.fastq.gz,run.sga.sh,32,449,27723,17575,1,936,16,8,46700,846,4644210,22312,24,2583,35,15,0,4670025,Sga,4X,100,0.0365316521289,0.244226327945,-0.0765178340098,0.99465334768,T1,3.21197423997e-06,0.0
1243,sga_t1_wgsim_rl__cov_32.1_16.corrected.fastq.gz,run.sga.sh,16,7526,27834,8025,42,3248,25,13,46700,10555,4639702,12714,131,6844,82,28,0,4670056,Sga,32X,100,0.453607804375,0.603798409702,0.15595857149,0.995760436277,T1,5.99564544836e-06,0.0
1244,sga_t1_wgsim_rl__cov_8.1_32.corrected.fastq.gz,run.sga.sh,32,1545,27605,16373,5,1151,21,8,46700,2265,4643782,20843,32,3044,54,14,0,4670034,Sga,8X,100,0.0980180024234,0.42233824352,-0.0360481218626,0.994863634826,T1,2.99783684658e-06,0.0
1245,sga_t1_wgsim_rl__cov_16.1_21.corrected.fastq.gz,run.sga.sh,21,7657,27335,9936,18,1705,49,20,46700,10112,4642349,13197,60,4195,131,45,0,4670089,Sga,16X,100,0.433823844867,0.700374013021,0.24823029731,0.996225339603,T1,9.63579066694e-06,0.0
1246,sga_t1_wgsim_rl__cov_8.1_30.corrected.fastq.gz,run.sga.sh,30,1683,27539,16178,7,1272,21,9,46700,2475,4643506,20625,40,3320,54,16,0,4670036,Sga,8X,100,0.107142857143,0.423149256283,-0.0389177489177,0.99484907611,T1,3.42609778597e-06,0.0
1247,sga_t1_wgsim_rl__cov_8.1_28.corrected.fastq.gz,run.sga.sh,28,1803,27439,16012,6,1422,18,9,46700,2643,4643121,20459,38,3708,49,14,0,4670032,Sga,8X,100,0.114405679162,0.41296875,-0.0482209332525,0.994803461732,T1,2.99783813045e-06,0.0
1248,sga_t1_wgsim_rl__cov_16.1_24.corrected.fastq.gz,run.sga.sh,24,7273,27428,10454,14,1501,30,11,46700,9489,4642997,13832,48,3579,87,24,0,4670056,Sga,16X,100,0.406886497148,0.721322690992,0.249689121393,0.996237732481,T1,5.13912467003e-06,0.0
1249,sga_t1_wgsim_rl__cov_16.1_28.corrected.fastq.gz,run.sga.sh,28,6639,27536,11173,11,1310,31,13,46700,8617,4643520,14725,27,3054,89,26,0,4670058,Sga,16X,100,0.369162882358,0.732738095238,0.23451289521,0.996162574426,T1,5.5673826749e-06,0.0
1250,sga_t1_wgsim_rl__cov_32.1_18.corrected.fastq.gz,run.sga.sh,18,13063,28017,4086,25,1482,27,16,46700,17258,4642893,6065,77,3652,82,30,0,4670057,Sga,32X,100,0.739956266347,0.822122713415,0.579856793723,0.997878826747,T1,6.42390446198e-06,0.0
1251,sga_t1_wgsim_rl__cov_16.1_20.corrected.fastq.gz,run.sga.sh,20,7742,27231,9804,27,1851,45,15,46700,10258,4641828,13039,72,4717,143,32,0,4670089,Sga,16X,100,0.440314203546,0.67852890594,0.231703652831,0.996145041347,T1,6.8521178076e-06,0.0
1252,sga_t1_wgsim_rl__cov_16.1_30.corrected.fastq.gz,run.sga.sh,30,6240,27578,11641,11,1194,36,15,46700,8082,4643809,15260,27,2757,100,32,0,4670067,Sga,16X,100,0.346242824094,0.738824389798,0.223845428841,0.996107978751,T1,6.85215008693e-06,0.0
1253,reckoner_t1_wgsim_rl__cov_32.1_28.corrected.fastq.gz,run.reckoner.sh,28,15295,28230,2689,19,378,89,28,46700,19772,4643863,3583,45,2330,731,90,0,4670414,Reckoner,32X,100,0.846585313637,0.865939648754,0.715521301648,0.998548522679,T1,1.92702402828e-05,0.0
1254,sga_t1_wgsim_rl__cov_16.1_32.corrected.fastq.gz,run.sga.sh,32,5853,27665,12084,12,1053,33,12,46700,7527,4644166,15813,29,2408,93,24,0,4670060,Sga,16X,100,0.322493573265,0.750598324691,0.215338474722,0.996067074085,T1,5.13912026826e-06,0.0
1255,sga_t1_wgsim_rl__cov_32.1_19.corrected.fastq.gz,run.sga.sh,19,14036,28089,3556,22,980,17,7,46700,18326,4644413,5020,54,2156,49,14,0,4670032,Sga,32X,100,0.784973871327,0.892601431981,0.690525143494,0.998438340465,T1,2.99783813045e-06,0.0
1256,sga_t1_wgsim_rl__cov_32.1_22.corrected.fastq.gz,run.sga.sh,22,14708,28125,3164,11,678,14,8,46700,19014,4645238,4360,26,1333,46,12,0,4670029,Sga,32X,100,0.813467955848,0.932378757417,0.754470779499,0.998762962714,T1,2.56957719106e-06,0.0
1257,sga_t1_wgsim_rl__cov_16.1_26.corrected.fastq.gz,run.sga.sh,26,6964,27480,10815,10,1401,30,10,46700,9074,4643240,14258,37,3342,77,23,0,4670051,Sga,16X,100,0.388907937596,0.726326742976,0.242370992628,0.996201968672,T1,4.9249997484e-06,0.0
1258,reckoner_t1_wgsim_rl__cov_32.1_32.corrected.fastq.gz,run.reckoner.sh,32,14856,28228,3211,15,319,71,27,46700,19186,4644658,4177,37,1611,567,101,0,4670337,Reckoner,32X,100,0.821213029149,0.898052799101,0.727988700081,0.9986097363,T1,2.16258484131e-05,0.0
1259,sga_t1_wgsim_rl__cov_32.1_21.corrected.fastq.gz,run.sga.sh,21,14602,28123,3234,12,715,14,7,46700,18910,4645127,4460,30,1440,57,9,0,4670033,Sga,32X,100,0.809157038939,0.926642818641,0.745100556269,0.99871606903,T1,1.92718124262e-06,0.0
1260,sga_t1_wgsim_rl__cov_32.1_23.corrected.fastq.gz,run.sga.sh,23,14753,28125,3127,8,672,15,8,46700,19061,4645279,4315,24,1286,55,16,0,4670036,Sga,32X,100,0.815408966461,0.934271149887,0.758042436687,0.998780309188,T1,3.42609778597e-06,0.0
1261,sga_t1_wgsim_rl__cov_32.1_24.corrected.fastq.gz,run.sga.sh,24,14768,28118,3129,7,664,14,8,46700,19058,4645308,4318,24,1266,42,11,0,4670027,Sga,32X,100,0.815280629706,0.935775311794,0.759325804244,0.998787801441,T1,2.35544676722e-06,0.0
1262,sga_t1_wgsim_rl__cov_32.1_20.corrected.fastq.gz,run.sga.sh,20,14445,28121,3325,13,783,13,5,46700,18767,4644979,4598,35,1605,25,7,0,4670016,Sga,32X,100,0.803209929382,0.920086287199,0.733447464156,0.99865739218,T1,1.49892420069e-06,0.0
1263,sga_t1_wgsim_rl__cov_32.1_26.corrected.fastq.gz,run.sga.sh,26,14711,28095,3226,7,652,9,4,46700,18940,4645350,4439,21,1234,29,4,0,4670017,Sga,32X,100,0.810128748022,0.937484532,0.756105907011,0.998773666134,T1,8.56527931269e-07,0.0
1264,sga_t1_wgsim_rl__cov_32.1_28.corrected.fastq.gz,run.sga.sh,28,14569,28089,3366,5,662,9,4,46700,18714,4645343,4671,15,1240,31,4,0,4670018,Sga,32X,100,0.800256574727,0.936402301726,0.745905494975,0.998723559524,T1,8.56527747859e-07,0.0
1265,sga_t1_wgsim_rl__cov_32.1_32.corrected.fastq.gz,run.sga.sh,32,14068,28068,3883,5,667,9,3,46700,18021,4645379,5358,21,1205,31,3,0,4670018,Sga,32X,100,0.770819966637,0.935815547593,0.717952008212,0.998582874841,T1,6.42395810894e-07,0.0
1266,sga_t1_wgsim_rl__cov_32.1_30.corrected.fastq.gz,run.sga.sh,30,14365,28077,3578,5,667,8,5,46700,18437,4645425,4948,15,1160,26,5,0,4670016,Sga,32X,100,0.788411374813,0.939560719564,0.737695103699,0.998682231496,T1,1.07066014335e-06,0.0
1267,pollux_t1_wgsim_rl__cov_16.1_12.corrected.fastq.gz,run.pollux.sh,12,10,27166,17782,0,815,927,26,46700,576,4634117,22712,81,11273,4558,76,0,4673393,Pollux,16X,100,0.0247337684644,0.0351069665387,-0.655058399176,0.991719078622,T1,1.62622745401e-05,0.0
1268,pollux_t1_wgsim_rl__cov_16.1_14.corrected.fastq.gz,run.pollux.sh,14,172,26065,16960,4,1428,2071,47,46700,1172,4623382,22036,157,20297,13727,125,1,4680897,Pollux,16X,100,0.0504998276456,0.0332992385498,-1.41554636332,0.987963415551,T1,2.69179176555e-05,0.008
1269,pollux_t1_wgsim_rl__cov_32.1_16.corrected.fastq.gz,run.pollux.sh,16,4346,23478,10502,46,2883,5445,75,46700,8215,4603824,14779,404,36005,30175,179,0,4693581,Pollux,32X,100,0.35726711316,0.11042408764,-2.52087501087,0.982626911094,T1,3.81371920502e-05,0.0
1270,pollux_t1_wgsim_rl__cov_32.1_12.corrected.fastq.gz,run.pollux.sh,12,15,27179,17649,1,896,960,29,46700,666,4633501,22643,91,11758,4709,50,0,4673418,Pollux,32X,100,0.0285726543395,0.0388723516022,-0.677892659488,0.991601222061,T1,1.06988075965e-05,0.0
1271,pollux_t1_wgsim_rl__cov_32.1_14.corrected.fastq.gz,run.pollux.sh,14,136,26654,17225,2,1408,1275,42,46700,1095,4630265,22166,138,14532,6205,158,1,4674560,Pollux,32X,100,0.047074502386,0.0501557347014,-0.844417694854,0.990758700446,T1,3.40138964951e-05,0.00632911392405
