,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Dataset,Trim Percent,Trim Effeciency
862,reckoner_SRR1543968_raw_24.corrected.fastq.gz,run.reckoner.sh,24,1304,41322,3943,5,35,91,28,46700,2936,11099593,6816,60,4044,2149,168,1,11115767,Reckoner,NA,100,0.301066447908,0.32161244386,-0.333982772765,0.998809168887,RSR,1.52036292232e-05,0.00595238095238
863,reckoner_SRR1543969_raw_24.corrected.fastq.gz,run.reckoner.sh,24,1423,40226,4868,6,47,130,44,46700,3826,11094831,9339,146,5067,2555,253,9,11116026,Reckoner,NA,100,0.290619065705,0.334206848358,-0.28834029624,0.998438289542,RSR,2.35695742345e-05,0.0355731225296
864,reckoner_SRR1543968_raw_16.corrected.fastq.gz,run.reckoner.sh,16,1072,41322,4108,6,74,118,26,46700,2693,11097598,6980,137,5712,2814,172,3,11116109,Reckoner,NA,100,0.278403804404,0.240039219182,-0.603018711878,0.998577289565,RSR,1.57429186777e-05,0.0174418604651
865,reckoner_SRR1543968_raw_20.corrected.fastq.gz,run.reckoner.sh,20,1200,41322,4034,6,38,100,30,46700,2829,11098918,6872,108,4564,2429,212,4,11115936,Reckoner,NA,100,0.291619420678,0.288026878436,-0.429234099577,0.998723903673,RSR,1.94315620385e-05,0.0188679245283
866,reckoner_SRR1543969_raw_14.corrected.fastq.gz,run.reckoner.sh,14,1123,40223,4974,9,157,214,58,46700,3519,11088015,9455,334,10283,5593,477,12,11117688,Reckoner,NA,100,0.271234777247,0.181438515081,-0.952443348235,0.997648609296,RSR,4.39839650114e-05,0.0251572327044
867,reckoner_SRR1543969_raw_26.corrected.fastq.gz,run.reckoner.sh,26,1464,40226,4841,3,38,128,40,46700,3853,11094845,9325,128,5094,2418,313,14,11115990,Reckoner,NA,100,0.292381241463,0.339023317202,-0.277659735924,0.998445660552,RSR,2.94170829589e-05,0.0447284345048
868,reckoner_SRR1543968_raw_21.corrected.fastq.gz,run.reckoner.sh,21,1229,41322,4010,4,38,97,31,46700,2871,11099332,6867,73,4230,2230,238,2,11115843,Reckoner,NA,100,0.294824399261,0.307684063873,-0.368556171699,0.998773102278,RSR,2.15908051238e-05,0.00840336134454
869,reckoner_SRR1543969_raw_16.corrected.fastq.gz,run.reckoner.sh,16,1207,40226,4984,10,108,165,49,46700,3677,11092003,9404,232,7327,3725,243,7,11116618,Reckoner,NA,100,0.281094717529,0.249643560323,-0.56379481691,0.998117141996,RSR,2.24888540741e-05,0.0288065843621
870,reckoner_SRR1543969_raw_23.corrected.fastq.gz,run.reckoner.sh,23,1405,40226,4891,11,46,121,46,46700,3774,11095234,9382,148,4652,2526,318,16,11116050,Reckoner,NA,100,0.286865308604,0.344594594595,-0.258741258741,0.998468338618,RSR,3.00466442666e-05,0.0503144654088
871,reckoner_SRR1543969_raw_21.corrected.fastq.gz,run.reckoner.sh,21,1350,40226,4927,6,53,138,49,46700,3804,11093837,9348,148,5901,2796,342,20,11116196,Reckoner,NA,100,0.289233576642,0.304295656347,-0.372034671533,0.998332610063,RSR,3.25650969091e-05,0.0584795321637
872,reckoner_SRR1543968_raw_19.corrected.fastq.gz,run.reckoner.sh,19,1163,41322,4066,5,47,97,28,46700,2766,11098853,6948,99,4705,2240,240,0,11115851,Reckoner,NA,100,0.284743668931,0.284831634229,-0.430203829524,0.998719666178,RSR,2.15907895851e-05,0.0
873,reckoner_SRR1543968_raw_23.corrected.fastq.gz,run.reckoner.sh,23,1278,41322,3989,5,36,70,23,46700,2908,11100869,6851,54,3041,1644,126,0,11115493,Reckoner,NA,100,0.297981350548,0.38298432767,-0.182088328722,0.998945975676,RSR,1.13355296072e-05,0.0
