EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases
sga_t1_wgsim_rl__cov_16.1_20.corrected.fastq.gz,run.sga.sh,20,7742,27231,9804,27,1851,45,15,46700,10258,4641828,13039,72,4717,143,32,0,4670089
sga_t1_wgsim_rl__cov_16.1_30.corrected.fastq.gz,run.sga.sh,30,6240,27578,11641,11,1194,36,15,46700,8082,4643809,15260,27,2757,100,32,0,4670067
reckoner_t1_wgsim_rl__cov_32.1_28.corrected.fastq.gz,run.reckoner.sh,28,15295,28230,2689,19,378,89,28,46700,19772,4643863,3583,45,2330,731,90,0,4670414
sga_t1_wgsim_rl__cov_16.1_32.corrected.fastq.gz,run.sga.sh,32,5853,27665,12084,12,1053,33,12,46700,7527,4644166,15813,29,2408,93,24,0,4670060
sga_t1_wgsim_rl__cov_32.1_19.corrected.fastq.gz,run.sga.sh,19,14036,28089,3556,22,980,17,7,46700,18326,4644413,5020,54,2156,49,14,0,4670032
sga_t1_wgsim_rl__cov_32.1_22.corrected.fastq.gz,run.sga.sh,22,14708,28125,3164,11,678,14,8,46700,19014,4645238,4360,26,1333,46,12,0,4670029
sga_t1_wgsim_rl__cov_16.1_26.corrected.fastq.gz,run.sga.sh,26,6964,27480,10815,10,1401,30,10,46700,9074,4643240,14258,37,3342,77,23,0,4670051
reckoner_t1_wgsim_rl__cov_32.1_32.corrected.fastq.gz,run.reckoner.sh,32,14856,28228,3211,15,319,71,27,46700,19186,4644658,4177,37,1611,567,101,0,4670337
sga_t1_wgsim_rl__cov_32.1_21.corrected.fastq.gz,run.sga.sh,21,14602,28123,3234,12,715,14,7,46700,18910,4645127,4460,30,1440,57,9,0,4670033
sga_t1_wgsim_rl__cov_32.1_23.corrected.fastq.gz,run.sga.sh,23,14753,28125,3127,8,672,15,8,46700,19061,4645279,4315,24,1286,55,16,0,4670036
sga_t1_wgsim_rl__cov_32.1_24.corrected.fastq.gz,run.sga.sh,24,14768,28118,3129,7,664,14,8,46700,19058,4645308,4318,24,1266,42,11,0,4670027
sga_t1_wgsim_rl__cov_32.1_20.corrected.fastq.gz,run.sga.sh,20,14445,28121,3325,13,783,13,5,46700,18767,4644979,4598,35,1605,25,7,0,4670016
sga_t1_wgsim_rl__cov_32.1_26.corrected.fastq.gz,run.sga.sh,26,14711,28095,3226,7,652,9,4,46700,18940,4645350,4439,21,1234,29,4,0,4670017
sga_t1_wgsim_rl__cov_32.1_28.corrected.fastq.gz,run.sga.sh,28,14569,28089,3366,5,662,9,4,46700,18714,4645343,4671,15,1240,31,4,0,4670018
sga_t1_wgsim_rl__cov_32.1_32.corrected.fastq.gz,run.sga.sh,32,14068,28068,3883,5,667,9,3,46700,18021,4645379,5358,21,1205,31,3,0,4670018
sga_t1_wgsim_rl__cov_32.1_30.corrected.fastq.gz,run.sga.sh,30,14365,28077,3578,5,667,8,5,46700,18437,4645425,4948,15,1160,26,5,0,4670016
pollux_t1_wgsim_rl__cov_16.1_12.corrected.fastq.gz,run.pollux.sh,12,10,27166,17782,0,815,927,26,46700,576,4634117,22712,81,11273,4558,76,0,4673393
pollux_t1_wgsim_rl__cov_16.1_14.corrected.fastq.gz,run.pollux.sh,14,172,26065,16960,4,1428,2071,47,46700,1172,4623382,22036,157,20297,13727,125,1,4680897
pollux_t1_wgsim_rl__cov_32.1_16.corrected.fastq.gz,run.pollux.sh,16,4346,23478,10502,46,2883,5445,75,46700,8215,4603824,14779,404,36005,30175,179,0,4693581
pollux_t1_wgsim_rl__cov_32.1_12.corrected.fastq.gz,run.pollux.sh,12,15,27179,17649,1,896,960,29,46700,666,4633501,22643,91,11758,4709,50,0,4673418
pollux_t1_wgsim_rl__cov_32.1_14.corrected.fastq.gz,run.pollux.sh,14,136,26654,17225,2,1408,1275,42,46700,1095,4630265,22166,138,14532,6205,158,1,4674560
