EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases
bless_TRA.rep.seq_sim_rl_100_cov_32_1_24.corrected.fastq.gz,run.bless.sh,24,85428,29893,76499,12,1465,155,28739,193452,224055,17997983,120584,176,6285,1380,952314,42897,19345674
fiona_TRA.rep.seq_sim_rl_100_cov_1_1_405000.corrected.fastq.gz,run.fiona.sh,23,0,758,4848,0,0,0,0,5606,0,549350,11250,0,0,0,0,0,560600
bless_TRA.rep.seq_sim_rl_100_cov_32_1_21.corrected.fastq.gz,run.bless.sh,21,87923,30796,73223,18,1357,135,29665,193452,226319,17981496,117086,175,5878,1239,969291,44132,19345616
fiona_TRA.rep.seq_sim_rl_100_cov_2_1_405000.corrected.fastq.gz,run.fiona.sh,22,0,1645,10453,0,0,0,0,12098,0,1185750,24050,0,0,0,0,0,1209800
fiona_TRA.rep.seq_sim_rl_100_cov_4_1_405000.corrected.fastq.gz,run.fiona.sh,22,7938,3096,12352,417,339,78,35,24220,30191,2372660,17893,473,672,125,33,5,2422052
fiona_TRA.rep.seq_sim_rl_100_cov_2_1_405000.corrected.fastq.gz,run.fiona.sh,23,0,1645,10453,0,0,0,0,12098,0,1185750,24050,0,0,0,0,0,1209800
fiona_TRA.rep.seq_sim_rl_100_cov_8_1_405000.corrected.fastq.gz,run.fiona.sh,19,16328,6424,21874,2754,821,133,86,48334,61593,4734731,32060,3208,1609,210,87,4,4833502
bfc_TRA.rep.seq_sim_rl_100_cov_32_1_22.corrected.fastq.gz,run.bfc.sh,22,807,25509,167074,0,62,0,0,193452,2288,18957377,385423,1,111,0,0,0,19345200
fiona_TRA.rep.seq_sim_rl_100_cov_1_1_405000.corrected.fastq.gz,run.fiona.sh,24,0,758,4848,0,0,0,0,5606,0,549350,11250,0,0,0,0,0,560600
fiona_TRA.rep.seq_sim_rl_100_cov_8_1_405000.corrected.fastq.gz,run.fiona.sh,22,16328,6424,21874,2754,821,133,86,48334,61593,4734731,32060,3208,1609,210,87,4,4833502
coral_TRA.rep.seq_sim_rl_100_cov_16_1_23.corrected.fastq.gz,run.coral.sh,23,48080,12168,31099,33,2231,2999,69,96610,148014,9464042,45375,71,3328,3550,52,20,9664452
bless_TRA.rep.seq_sim_rl_100_cov_32_1_18.corrected.fastq.gz,run.bless.sh,18,82233,30348,79052,18,1675,126,29815,193452,211666,17978262,130890,177,6268,1256,972029,44979,19345527
fiona_TRA.rep.seq_sim_rl_100_cov_4_1_405000.corrected.fastq.gz,run.fiona.sh,23,7938,3096,12352,417,339,78,35,24220,30191,2372660,17893,473,672,125,33,5,2422052
fiona_TRA.rep.seq_sim_rl_100_cov_4_1_405000.corrected.fastq.gz,run.fiona.sh,21,7938,3096,12352,417,339,78,35,24220,30191,2372660,17893,473,672,125,33,5,2422052
coral_TRA.rep.seq_sim_rl_100_cov_32_1_20.corrected.fastq.gz,run.coral.sh,20,82995,24759,76720,60,3206,5712,138,193452,282317,18951519,105229,130,5529,6010,124,36,19350894
fiona_TRA.rep.seq_sim_rl_100_cov_8_1_405000.corrected.fastq.gz,run.fiona.sh,20,16328,6424,21874,2754,821,133,86,48334,61593,4734731,32060,3208,1609,210,87,4,4833502
fiona_TRA.rep.seq_sim_rl_100_cov_8_1_405000.corrected.fastq.gz,run.fiona.sh,21,16328,6424,21874,2754,821,133,86,48334,61593,4734731,32060,3208,1609,210,87,4,4833502
fiona_TRA.rep.seq_sim_rl_100_cov_16_1_405000.corrected.fastq.gz,run.fiona.sh,19,24263,12772,50975,6935,1387,278,157,96610,109033,9464367,76313,8124,2738,470,165,11,9661221
fiona_TRA.rep.seq_sim_rl_100_cov_2_1_405000.corrected.fastq.gz,run.fiona.sh,24,0,1645,10453,0,0,0,0,12098,0,1185750,24050,0,0,0,0,0,1209800
fiona_TRA.rep.seq_sim_rl_100_cov_8_1_405000.corrected.fastq.gz,run.fiona.sh,23,16328,6424,21874,2754,821,133,86,48334,61593,4734731,32060,3208,1609,210,87,4,4833502
fiona_TRA.rep.seq_sim_rl_100_cov_16_1_405000.corrected.fastq.gz,run.fiona.sh,20,24263,12772,50975,6935,1387,278,157,96610,109033,9464367,76313,8124,2738,470,165,11,9661221
fiona_TRA.rep.seq_sim_rl_100_cov_16_1_405000.corrected.fastq.gz,run.fiona.sh,21,24263,12772,50975,6935,1387,278,157,96610,109033,9464367,76313,8124,2738,470,165,11,9661221
coral_TRA.rep.seq_sim_rl_100_cov_32_1_22.corrected.fastq.gz,run.coral.sh,22,84044,24751,75006,86,3483,6082,148,193452,287351,18951846,100161,160,5245,8573,127,40,19353503
fiona_TRA.rep.seq_sim_rl_100_cov_16_1_405000.corrected.fastq.gz,run.fiona.sh,22,24263,12772,50975,6935,1387,278,157,96610,109033,9464367,76313,8124,2738,470,165,11,9661221
lighter_TRA.rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.lighter.sh,18,0,758,4848,0,0,0,0,5606,0,549350,11250,0,0,0,0,0,560600
fiona_TRA.rep.seq_sim_rl_100_cov_16_1_405000.corrected.fastq.gz,run.fiona.sh,18,24263,12772,50975,6935,1387,278,157,96610,109033,9464367,76313,8124,2738,470,165,11,9661221
bless_TRA.rep.seq_sim_rl_100_cov_32_1_23.corrected.fastq.gz,run.bless.sh,23,88256,30441,73285,12,1316,142,29099,193452,228751,17996706,115767,151,5759,1158,954310,43043,19345645
lighter_TRA.rep.seq_sim_rl_100_cov_2_1_18.corrected.fastq.gz,run.lighter.sh,18,0,1645,10453,0,0,0,0,12098,0,1185750,24050,0,0,0,0,0,1209800
fiona_TRA.rep.seq_sim_rl_100_cov_4_1_405000.corrected.fastq.gz,run.fiona.sh,24,7938,3096,12352,417,339,78,35,24220,30191,2372660,17893,473,672,125,33,5,2422052
lighter_TRA.rep.seq_sim_rl_100_cov_4_1_18.corrected.fastq.gz,run.lighter.sh,18,0,3105,21115,0,0,0,0,24220,0,2373438,48562,0,0,0,0,0,2422000
lighter_TRA.rep.seq_sim_rl_100_cov_1_1_19.corrected.fastq.gz,run.lighter.sh,19,0,758,4848,0,0,0,0,5606,0,549350,11250,0,0,0,0,0,560600
fiona_TRA.rep.seq_sim_rl_100_cov_8_1_405000.corrected.fastq.gz,run.fiona.sh,24,16328,6424,21874,2754,821,133,86,48334,61593,4734731,32060,3208,1609,210,87,4,4833502
coral_TRA.rep.seq_sim_rl_100_cov_32_1_18.corrected.fastq.gz,run.coral.sh,18,72403,25117,89267,60,2936,3669,102,193452,255580,18952843,131996,105,4301,4045,83,31,19348984
lighter_TRA.rep.seq_sim_rl_100_cov_2_1_19.corrected.fastq.gz,run.lighter.sh,19,0,1645,10453,0,0,0,0,12098,0,1185750,24050,0,0,0,0,0,1209800
lighter_TRA.rep.seq_sim_rl_100_cov_1_1_20.corrected.fastq.gz,run.lighter.sh,20,0,758,4848,0,0,0,0,5606,0,549350,11250,0,0,0,0,0,560600
lighter_TRA.rep.seq_sim_rl_100_cov_2_1_20.corrected.fastq.gz,run.lighter.sh,20,0,1645,10453,0,0,0,0,12098,0,1185750,24050,0,0,0,0,0,1209800
fiona_TRA.rep.seq_sim_rl_100_cov_32_1_405000.corrected.fastq.gz,run.fiona.sh,18,37245,25507,112282,15207,2642,569,337,193452,198487,18951264,170987,18223,5380,953,359,16,19345669
lighter_TRA.rep.seq_sim_rl_100_cov_4_1_19.corrected.fastq.gz,run.lighter.sh,19,0,3105,21115,0,0,0,0,24220,0,2373438,48562,0,0,0,0,0,2422000
lighter_TRA.rep.seq_sim_rl_100_cov_8_1_18.corrected.fastq.gz,run.lighter.sh,18,0,6433,41901,0,0,0,0,48334,0,4736534,96866,0,0,0,0,0,4833400
fiona_TRA.rep.seq_sim_rl_100_cov_16_1_405000.corrected.fastq.gz,run.fiona.sh,23,24263,12772,50975,6935,1387,278,157,96610,109033,9464367,76313,8124,2738,470,165,11,9661221
lighter_TRA.rep.seq_sim_rl_100_cov_4_1_20.corrected.fastq.gz,run.lighter.sh,20,0,3105,21115,0,0,0,0,24220,0,2373438,48562,0,0,0,0,0,2422000
coral_TRA.rep.seq_sim_rl_100_cov_32_1_19.corrected.fastq.gz,run.coral.sh,19,79464,25039,82067,67,3077,3738,132,193452,270797,18952656,116758,120,4447,3979,122,36,19348915
lighter_TRA.rep.seq_sim_rl_100_cov_8_1_19.corrected.fastq.gz,run.lighter.sh,19,0,6433,41901,0,0,0,0,48334,0,4736534,96866,0,0,0,0,0,4833400
fiona_TRA.rep.seq_sim_rl_100_cov_16_1_405000.corrected.fastq.gz,run.fiona.sh,24,24263,12772,50975,6935,1387,278,157,96610,109033,9464367,76313,8124,2738,470,165,11,9661221
coral_TRA.rep.seq_sim_rl_100_cov_32_1_21.corrected.fastq.gz,run.coral.sh,21,83410,24778,76452,67,3257,5488,147,193452,283454,18952107,104081,137,4903,7290,127,41,19352140
lighter_TRA.rep.seq_sim_rl_100_cov_1_1_21.corrected.fastq.gz,run.lighter.sh,21,0,758,4848,0,0,0,0,5606,0,549350,11250,0,0,0,0,0,560600
lighter_TRA.rep.seq_sim_rl_100_cov_1_1_22.corrected.fastq.gz,run.lighter.sh,22,0,758,4848,0,0,0,0,5606,0,549350,11250,0,0,0,0,0,560600
lighter_TRA.rep.seq_sim_rl_100_cov_2_1_21.corrected.fastq.gz,run.lighter.sh,21,0,1645,10453,0,0,0,0,12098,0,1185750,24050,0,0,0,0,0,1209800
lighter_TRA.rep.seq_sim_rl_100_cov_2_1_22.corrected.fastq.gz,run.lighter.sh,22,0,1645,10453,0,0,0,0,12098,0,1185750,24050,0,0,0,0,0,1209800
fiona_TRA.rep.seq_sim_rl_100_cov_32_1_405000.corrected.fastq.gz,run.fiona.sh,19,37245,25507,112282,15207,2642,569,337,193452,198487,18951264,170987,18223,5380,953,359,16,19345669
lighter_TRA.rep.seq_sim_rl_100_cov_4_1_21.corrected.fastq.gz,run.lighter.sh,21,0,3105,21115,0,0,0,0,24220,0,2373438,48562,0,0,0,0,0,2422000
coral_TRA.rep.seq_sim_rl_100_cov_16_1_23.corrected.fastq.gz,run.coral.sh,23,48080,12168,31099,33,2231,2999,69,96610,148014,9464042,45375,71,3328,3550,52,20,9664452
lighter_TRA.rep.seq_sim_rl_100_cov_1_1_23.corrected.fastq.gz,run.lighter.sh,23,0,758,4848,0,0,0,0,5606,0,549350,11250,0,0,0,0,0,560600
lighter_TRA.rep.seq_sim_rl_100_cov_4_1_22.corrected.fastq.gz,run.lighter.sh,22,0,3105,21115,0,0,0,0,24220,0,2373438,48562,0,0,0,0,0,2422000
fiona_TRA.rep.seq_sim_rl_100_cov_32_1_405000.corrected.fastq.gz,run.fiona.sh,23,37245,25507,112282,15207,2642,569,337,193452,198487,18951264,170987,18223,5380,953,359,16,19345669
lighter_TRA.rep.seq_sim_rl_100_cov_2_1_23.corrected.fastq.gz,run.lighter.sh,23,0,1645,10453,0,0,0,0,12098,0,1185750,24050,0,0,0,0,0,1209800
lighter_TRA.rep.seq_sim_rl_100_cov_8_1_20.corrected.fastq.gz,run.lighter.sh,20,0,6433,41901,0,0,0,0,48334,0,4736534,96866,0,0,0,0,0,4833400
bfc_TRA.rep.seq_sim_rl_100_cov_64_1_18.corrected.fastq.gz,run.bfc.sh,18,182,50930,335525,1,20,0,0,386658,537,37891263,773971,2,27,0,0,0,38665800
lighter_TRA.rep.seq_sim_rl_100_cov_8_1_22.corrected.fastq.gz,run.lighter.sh,22,0,6433,41901,0,0,0,0,48334,0,4736534,96866,0,0,0,0,0,4833400
bfc_TRA.rep.seq_sim_rl_100_cov_64_1_20.corrected.fastq.gz,run.bfc.sh,20,272,50930,335409,1,46,0,0,386658,837,37891206,773672,1,84,0,0,0,38665800
coral_TRA.rep.seq_sim_rl_100_cov_32_1_24.corrected.fastq.gz,run.coral.sh,24,84985,24382,72520,76,3809,7680,144,193452,291051,18950622,96431,185,6517,8845,109,46,19353806
lighter_TRA.rep.seq_sim_rl_100_cov_1_1_24.corrected.fastq.gz,run.lighter.sh,24,0,758,4848,0,0,0,0,5606,0,549350,11250,0,0,0,0,0,560600
lighter_TRA.rep.seq_sim_rl_100_cov_4_1_23.corrected.fastq.gz,run.lighter.sh,23,0,3105,21115,0,0,0,0,24220,0,2373438,48562,0,0,0,0,0,2422000
lighter_TRA.rep.seq_sim_rl_100_cov_8_1_21.corrected.fastq.gz,run.lighter.sh,21,0,6433,41901,0,0,0,0,48334,0,4736534,96866,0,0,0,0,0,4833400
bfc_TRA.rep.seq_sim_rl_100_cov_64_1_21.corrected.fastq.gz,run.bfc.sh,21,284,50930,335408,2,34,0,0,386658,785,37891219,773722,3,71,0,0,0,38665800
lighter_TRA.rep.seq_sim_rl_100_cov_2_1_24.corrected.fastq.gz,run.lighter.sh,24,0,1645,10453,0,0,0,0,12098,0,1185750,24050,0,0,0,0,0,1209800
lighter_TRA.rep.seq_sim_rl_100_cov_16_1_18.corrected.fastq.gz,run.lighter.sh,18,0,12777,83833,0,0,0,0,96610,0,9467518,193482,0,0,0,0,0,9661000
lighter_TRA.rep.seq_sim_rl_100_cov_4_1_24.corrected.fastq.gz,run.lighter.sh,24,0,3105,21115,0,0,0,0,24220,0,2373438,48562,0,0,0,0,0,2422000
musket_TRA.rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.musket.sh,18,3666,684,722,14,520,0,0,5606,9526,548030,1690,34,1320,0,0,0,560600
bfc_TRA.rep.seq_sim_rl_100_cov_64_1_24.corrected.fastq.gz,run.bfc.sh,24,573,50927,335088,2,68,0,0,386658,1853,37891178,772654,3,112,0,0,0,38665800
lighter_TRA.rep.seq_sim_rl_100_cov_8_1_23.corrected.fastq.gz,run.lighter.sh,23,0,6433,41901,0,0,0,0,48334,0,4736534,96866,0,0,0,0,0,4833400
musket_TRA.rep.seq_sim_rl_100_cov_2_1_18.corrected.fastq.gz,run.musket.sh,18,9288,1569,596,18,623,4,0,12098,22867,1184310,1140,43,1428,24,0,0,1209812
lighter_TRA.rep.seq_sim_rl_100_cov_16_1_19.corrected.fastq.gz,run.lighter.sh,19,0,12777,83833,0,0,0,0,96610,0,9467518,193482,0,0,0,0,0,9661000
lighter_TRA.rep.seq_sim_rl_100_cov_16_1_20.corrected.fastq.gz,run.lighter.sh,20,0,12777,83833,0,0,0,0,96610,0,9467518,193482,0,0,0,0,0,9661000
lighter_TRA.rep.seq_sim_rl_100_cov_8_1_24.corrected.fastq.gz,run.lighter.sh,24,0,6433,41901,0,0,0,0,48334,0,4736534,96866,0,0,0,0,0,4833400
musket_TRA.rep.seq_sim_rl_100_cov_4_1_18.corrected.fastq.gz,run.musket.sh,18,19131,2985,1082,38,984,0,0,24220,46509,2371194,1966,87,2244,0,0,0,2422000
musket_TRA.rep.seq_sim_rl_100_cov_1_1_19.corrected.fastq.gz,run.musket.sh,19,3596,681,810,12,507,0,0,5606,9341,548113,1880,29,1237,0,0,0,560600
bless_TRA.rep.seq_sim_rl_100_cov_64_1_22.corrected.fastq.gz,run.bless.sh,22,124739,61749,197562,33,2385,190,72650,386658,348441,35449314,316220,278,8325,1442,2432775,109571,38666366
lighter_TRA.rep.seq_sim_rl_100_cov_16_1_22.corrected.fastq.gz,run.lighter.sh,22,0,12777,83833,0,0,0,0,96610,0,9467518,193482,0,0,0,0,0,9661000
fiona_TRA.rep.seq_sim_rl_100_cov_32_1_405000.corrected.fastq.gz,run.fiona.sh,22,37245,25507,112282,15207,2642,569,337,193452,198487,18951264,170987,18223,5380,953,359,16,19345669
musket_TRA.rep.seq_sim_rl_100_cov_2_1_19.corrected.fastq.gz,run.musket.sh,19,9280,1567,625,18,604,4,0,12098,22789,1184418,1224,37,1320,24,0,0,1209812
bfc_TRA.rep.seq_sim_rl_100_cov_64_1_23.corrected.fastq.gz,run.bfc.sh,23,433,50928,335253,3,41,0,0,386658,1189,37891208,773318,3,82,0,0,0,38665800
bless_TRA.rep.seq_sim_rl_100_cov_64_1_21.corrected.fastq.gz,run.bless.sh,21,121706,61658,200656,33,2437,168,72636,386658,339555,35450603,324774,262,8332,1257,2431597,109919,38666299
bless_TRA.rep.seq_sim_rl_100_cov_64_1_18.corrected.fastq.gz,run.bless.sh,18,114384,61862,207609,26,2632,145,73203,386658,316282,35459170,346625,261,8177,1173,2423173,111342,38666203
coral_TRA.rep.seq_sim_rl_100_cov_32_1_23.corrected.fastq.gz,run.coral.sh,23,86851,24980,73810,78,3614,4119,151,193452,289165,18951400,98347,156,5694,4398,124,44,19349328
fiona_TRA.rep.seq_sim_rl_100_cov_32_1_405000.corrected.fastq.gz,run.fiona.sh,21,37245,25507,112282,15207,2642,569,337,193452,198487,18951264,170987,18223,5380,953,359,16,19345669
musket_TRA.rep.seq_sim_rl_100_cov_1_1_20.corrected.fastq.gz,run.musket.sh,20,3642,687,790,10,477,0,0,5606,9372,548271,1853,25,1079,0,0,0,560600
lighter_TRA.rep.seq_sim_rl_100_cov_16_1_21.corrected.fastq.gz,run.lighter.sh,21,0,12777,83833,0,0,0,0,96610,0,9467518,193482,0,0,0,0,0,9661000
lighter_TRA.rep.seq_sim_rl_100_cov_16_1_23.corrected.fastq.gz,run.lighter.sh,23,0,12777,83833,0,0,0,0,96610,0,9467518,193482,0,0,0,0,0,9661000
bfc_TRA.rep.seq_sim_rl_100_cov_64_1_19.corrected.fastq.gz,run.bfc.sh,19,204,50930,335503,1,20,0,0,386658,564,37891254,773945,1,36,0,0,0,38665800
bless_TRA.rep.seq_sim_rl_100_cov_64_1_20.corrected.fastq.gz,run.bless.sh,20,120116,61741,202098,34,2497,172,72693,386658,333681,35461387,330365,271,8331,1263,2420801,110193,38666292
musket_TRA.rep.seq_sim_rl_100_cov_4_1_19.corrected.fastq.gz,run.musket.sh,19,18955,2955,1123,38,1149,0,0,24220,46299,2371075,2186,77,2363,0,0,0,2422000
fiona_TRA.rep.seq_sim_rl_100_cov_32_1_405000.corrected.fastq.gz,run.fiona.sh,20,37245,25507,112282,15207,2642,569,337,193452,198487,18951264,170987,18223,5380,953,359,16,19345669
musket_TRA.rep.seq_sim_rl_100_cov_2_1_20.corrected.fastq.gz,run.musket.sh,20,9271,1575,682,17,549,4,0,12098,22700,1184630,1318,32,1108,24,0,0,1209812
coral_TRA.rep.seq_sim_rl_100_cov_64_1_22.corrected.fastq.gz,run.coral.sh,22,117098,50574,206873,124,7395,4594,315,386658,513292,37879345,260876,241,11134,4989,245,103,38670225
musket_TRA.rep.seq_sim_rl_100_cov_1_1_21.corrected.fastq.gz,run.musket.sh,21,3689,692,756,13,456,0,0,5606,9454,548271,1769,27,1079,0,0,0,560600
lighter_TRA.rep.seq_sim_rl_100_cov_32_1_18.corrected.fastq.gz,run.lighter.sh,18,0,25515,167937,0,0,0,0,193452,0,18957488,387712,0,0,0,0,0,19345200
lighter_TRA.rep.seq_sim_rl_100_cov_16_1_24.corrected.fastq.gz,run.lighter.sh,24,0,12777,83833,0,0,0,0,96610,0,9467518,193482,0,0,0,0,0,9661000
musket_TRA.rep.seq_sim_rl_100_cov_2_1_21.corrected.fastq.gz,run.musket.sh,21,9429,1588,600,18,463,0,0,12098,22895,1184861,1124,31,889,0,0,0,1209800
musket_TRA.rep.seq_sim_rl_100_cov_8_1_18.corrected.fastq.gz,run.musket.sh,18,23271,6387,18084,67,524,1,1,48334,65097,4735589,31675,94,944,1,1,0,4833401
musket_TRA.rep.seq_sim_rl_100_cov_1_1_22.corrected.fastq.gz,run.musket.sh,22,3662,697,828,11,408,0,0,5606,9354,548392,1871,25,958,0,0,0,560600
bfc_TRA.rep.seq_sim_rl_100_cov_64_1_22.corrected.fastq.gz,run.bfc.sh,22,360,50930,335313,1,54,0,0,386658,1145,37891194,773363,2,96,0,0,0,38665800
musket_TRA.rep.seq_sim_rl_100_cov_4_1_20.corrected.fastq.gz,run.musket.sh,20,19153,2985,1102,34,946,0,0,24220,46433,2371487,2061,68,1951,0,0,0,2422000
musket_TRA.rep.seq_sim_rl_100_cov_4_1_21.corrected.fastq.gz,run.musket.sh,21,19124,2991,1156,32,917,0,0,24220,46289,2371560,2210,63,1878,0,0,0,2422000
musket_TRA.rep.seq_sim_rl_100_cov_2_1_22.corrected.fastq.gz,run.musket.sh,22,9323,1581,668,15,511,0,0,12098,22681,1184771,1343,26,979,0,0,0,1209800
coral_TRA.rep.seq_sim_rl_100_cov_64_1_19.corrected.fastq.gz,run.coral.sh,19,101641,50428,222337,120,6509,5623,272,386658,482385,37881031,291803,229,9582,6099,204,97,38671430
fiona_TRA.rep.seq_sim_rl_100_cov_32_1_405000.corrected.fastq.gz,run.fiona.sh,24,37245,25507,112282,15207,2642,569,337,193452,198487,18951264,170987,18223,5380,953,359,16,19345669
coral_TRA.rep.seq_sim_rl_100_cov_64_1_24.corrected.fastq.gz,run.coral.sh,24,122001,50048,198564,144,7573,8328,344,386658,526017,37879423,248123,274,11013,8943,291,100,38674184
lighter_TRA.rep.seq_sim_rl_100_cov_32_1_19.corrected.fastq.gz,run.lighter.sh,19,0,25515,167937,0,0,0,0,193452,0,18957488,387712,0,0,0,0,0,19345200
musket_TRA.rep.seq_sim_rl_100_cov_8_1_19.corrected.fastq.gz,run.musket.sh,19,23755,6392,17643,64,480,0,0,48334,66331,4735662,30447,88,872,0,0,0,4833400
musket_TRA.rep.seq_sim_rl_100_cov_8_1_20.corrected.fastq.gz,run.musket.sh,20,24379,6394,17080,60,421,0,0,48334,67911,4735735,28871,84,799,0,0,0,4833400
lighter_TRA.rep.seq_sim_rl_100_cov_32_1_21.corrected.fastq.gz,run.lighter.sh,21,0,25515,167937,0,0,0,0,193452,0,18957488,387712,0,0,0,0,0,19345200
musket_TRA.rep.seq_sim_rl_100_cov_8_1_21.corrected.fastq.gz,run.musket.sh,21,23184,6400,18273,54,422,1,0,48334,65120,4735762,31672,74,771,2,0,0,4833401
musket_TRA.rep.seq_sim_rl_100_cov_1_1_23.corrected.fastq.gz,run.musket.sh,23,3627,697,880,11,391,0,0,5606,9224,548448,1999,27,902,0,0,0,560600
musket_TRA.rep.seq_sim_rl_100_cov_16_1_18.corrected.fastq.gz,run.musket.sh,18,45299,12734,37442,167,967,1,1,96610,125466,9465767,67792,224,1750,1,1,0,9661001
musket_TRA.rep.seq_sim_rl_100_cov_4_1_22.corrected.fastq.gz,run.musket.sh,22,19051,2986,1215,33,935,0,0,24220,46159,2371621,2343,60,1817,0,0,0,2422000
musket_TRA.rep.seq_sim_rl_100_cov_16_1_19.corrected.fastq.gz,run.musket.sh,19,45502,12738,37273,174,922,1,1,96610,126179,9465955,67079,224,1562,1,1,0,9661001
lighter_TRA.rep.seq_sim_rl_100_cov_32_1_20.corrected.fastq.gz,run.lighter.sh,20,0,25515,167937,0,0,0,0,193452,0,18957488,387712,0,0,0,0,0,19345200
musket_TRA.rep.seq_sim_rl_100_cov_16_1_20.corrected.fastq.gz,run.musket.sh,20,46398,12734,36457,160,860,1,1,96610,128493,9465978,64780,209,1539,1,1,0,9661001
coral_TRA.rep.seq_sim_rl_100_cov_64_1_23.corrected.fastq.gz,run.coral.sh,23,116391,49579,202475,135,7362,10716,331,386658,519327,37879148,254824,263,11268,13417,271,99,38678617
musket_TRA.rep.seq_sim_rl_100_cov_16_1_21.corrected.fastq.gz,run.musket.sh,21,47806,12730,35112,136,825,1,1,96610,132017,9465851,61285,180,1666,1,1,0,9661001
musket_TRA.rep.seq_sim_rl_100_cov_8_1_22.corrected.fastq.gz,run.musket.sh,22,25602,6396,15890,55,391,0,0,48334,70953,4735676,25836,77,858,0,0,0,4833400
fiona_TRA.rep.seq_sim_rl_100_cov_64_1_405000.corrected.fastq.gz,run.fiona.sh,18,62896,50915,236890,30452,4355,1150,790,386658,374384,37880175,363709,36372,9181,2048,829,46,38666744
bless_TRA.rep.seq_sim_rl_100_cov_64_1_19.corrected.fastq.gz,run.bless.sh,19,116635,61763,205473,25,2622,140,73133,386658,323481,35455123,339678,251,8225,1004,2427340,111100,38666202
musket_TRA.rep.seq_sim_rl_100_cov_2_1_23.corrected.fastq.gz,run.musket.sh,23,9279,1577,699,14,529,0,0,12098,22574,1184696,1453,23,1054,0,0,0,1209800
fiona_TRA.rep.seq_sim_rl_100_cov_64_1_405000.corrected.fastq.gz,run.fiona.sh,22,62896,50915,236890,30452,4355,1150,790,386658,374384,37880175,363709,36372,9181,2048,829,46,38666744
musket_TRA.rep.seq_sim_rl_100_cov_16_1_22.corrected.fastq.gz,run.musket.sh,22,47975,12734,35012,126,762,1,1,96610,132505,9466002,60808,169,1515,1,1,0,9661001
musket_TRA.rep.seq_sim_rl_100_cov_32_1_18.corrected.fastq.gz,run.musket.sh,18,90305,25392,75684,323,1747,1,1,193452,249448,18954237,137824,440,3250,1,1,0,19345201
musket_TRA.rep.seq_sim_rl_100_cov_1_1_24.corrected.fastq.gz,run.musket.sh,24,3567,700,930,14,395,0,0,5606,9082,548543,2140,28,807,0,0,0,560600
lighter_TRA.rep.seq_sim_rl_100_cov_32_1_24.corrected.fastq.gz,run.lighter.sh,24,0,25515,167937,0,0,0,0,193452,0,18957488,387712,0,0,0,0,0,19345200
fiona_TRA.rep.seq_sim_rl_100_cov_64_1_405000.corrected.fastq.gz,run.fiona.sh,19,62896,50915,236890,30452,4355,1150,790,386658,374384,37880175,363709,36372,9181,2048,829,46,38666744
musket_TRA.rep.seq_sim_rl_100_cov_4_1_23.corrected.fastq.gz,run.musket.sh,23,19006,3001,1298,30,885,0,0,24220,45957,2371675,2546,59,1763,0,0,0,2422000
musket_TRA.rep.seq_sim_rl_100_cov_2_1_24.corrected.fastq.gz,run.musket.sh,24,9336,1588,680,14,477,3,0,12098,22630,1184850,1396,24,891,18,0,0,1209809
coral_TRA.rep.seq_sim_rl_100_cov_64_1_18.corrected.fastq.gz,run.coral.sh,18,97926,50324,226114,116,6213,5965,257,386658,472677,37881633,301538,206,9022,6398,185,94,38671753
musket_TRA.rep.seq_sim_rl_100_cov_4_1_24.corrected.fastq.gz,run.musket.sh,24,19125,3001,1236,31,827,0,0,24220,46015,2371908,2495,52,1530,0,0,0,2422000
lighter_TRA.rep.seq_sim_rl_100_cov_32_1_22.corrected.fastq.gz,run.lighter.sh,22,0,25515,167937,0,0,0,0,193452,0,18957488,387712,0,0,0,0,0,19345200
lighter_TRA.rep.seq_sim_rl_100_cov_32_1_23.corrected.fastq.gz,run.lighter.sh,23,0,25515,167937,0,0,0,0,193452,0,18957488,387712,0,0,0,0,0,19345200
musket_TRA.rep.seq_sim_rl_100_cov_8_1_23.corrected.fastq.gz,run.musket.sh,23,25105,6400,16402,52,375,0,0,48334,69764,4735816,27032,70,718,0,0,0,4833400
bless_TRA.rep.seq_sim_rl_100_cov_64_1_24.corrected.fastq.gz,run.bless.sh,24,125264,61446,197155,31,2560,202,71858,386658,355988,35461495,310104,265,9236,1598,2419573,108153,38666412
pollux_TRA.rep.seq_sim_rl_100_cov_1_1_18.corrected.fastq.gz,run.pollux.sh,18,3586,691,789,11,317,202,8,5596,9530,547404,1650,52,724,298,13,0,559671
musket_TRA.rep.seq_sim_rl_100_cov_8_1_24.corrected.fastq.gz,run.musket.sh,24,25678,6399,15826,48,383,0,0,48334,71124,4735797,25677,65,737,0,0,0,4833400
musket_TRA.rep.seq_sim_rl_100_cov_32_1_20.corrected.fastq.gz,run.musket.sh,20,92807,25390,73340,341,1572,2,2,193452,256337,18954612,130938,437,2874,2,2,0,19345202
